Date,KAZAKHSTAN SMALL CAP
2015-11-30,1000.0
2015-12-01,1000.0
2015-12-02,1000.0
2015-12-03,1000.0
2015-12-04,1000.0
2015-12-07,952.3809523809523
2015-12-08,928.5714285714284
2015-12-09,952.3809523809522
2015-12-10,952.3809523809522
2015-12-11,985.7142857142854
2015-12-14,1038.095238095238
2015-12-15,952.3809523809522
2015-12-16,952.3809523809522
2015-12-17,952.3809523809522
2015-12-18,952.3809523809522
2015-12-21,907.142857142857
2015-12-22,913.095238095238
2015-12-23,892.8571428571428
2015-12-24,952.3809523809523
2015-12-25,952.3809523809523
2015-12-28,952.3809523809523
2015-12-29,892.8571428571428
2015-12-30,892.8571428571428
2015-12-31,961.9047619047617
2016-01-01,961.9047619047617
2016-01-04,961.9047619047617
2016-01-05,883.3333333333331
2016-01-06,797.6190476190475
2016-01-07,702.3809523809523
2016-01-08,773.8095238095236
2016-01-11,761.9047619047618
2016-01-12,738.095238095238
2016-01-13,738.095238095238
2016-01-14,738.095238095238
2016-01-15,714.2857142857142
2016-01-18,714.2857142857142
2016-01-19,738.0952380952381
2016-01-20,711.9047619047618
2016-01-21,669.047619047619
2016-01-22,738.0952380952381
2016-01-25,733.3333333333333
2016-01-26,742.8571428571427
2016-01-27,738.095238095238
2016-01-28,738.095238095238
2016-01-29,738.095238095238
2016-02-01,738.095238095238
2016-02-02,738.095238095238
2016-02-03,739.2857142857142
2016-02-04,761.9047619047618
2016-02-05,761.9047619047618
2016-02-08,785.7142857142857
2016-02-09,785.7142857142857
2016-02-10,785.7142857142857
2016-02-11,747.6190476190476
2016-02-12,785.7142857142857
2016-02-15,785.7142857142857
2016-02-16,785.7142857142857
2016-02-17,785.7142857142857
2016-02-18,809.5238095238094
2016-02-19,811.9047619047618
2016-02-22,814.2857142857142
2016-02-23,809.5238095238094
2016-02-24,809.5238095238094
2016-02-25,817.8571428571427
2016-02-26,892.8571428571428
2016-02-29,916.6666666666665
2016-03-01,928.5714285714283
2016-03-02,964.2857142857141
2016-03-03,1002.3809523809521
2016-03-04,1016.6666666666662
2016-03-07,1016.6666666666662
2016-03-08,1019.0476190476188
2016-03-09,1016.6666666666663
2016-03-10,1016.6666666666663
2016-03-11,1016.6666666666663
2016-03-14,1011.9047619047616
2016-03-15,952.3809523809521
2016-03-16,952.3809523809521
2016-03-17,952.3809523809521
2016-03-18,952.3809523809521
2016-03-21,928.5714285714282
2016-03-22,928.5714285714282
2016-03-23,928.5714285714282
2016-03-24,928.5714285714282
2016-03-25,928.5714285714282
2016-03-28,928.5714285714282
2016-03-29,857.1428571428569
2016-03-30,821.4285714285712
2016-03-31,859.5238095238093
2016-04-01,833.333333333333
2016-04-04,833.333333333333
2016-04-05,809.5238095238092
2016-04-06,833.3333333333329
2016-04-07,833.3333333333329
2016-04-08,810.7142857142853
2016-04-11,833.3333333333329
2016-04-12,833.3333333333329
2016-04-13,821.4285714285711
2016-04-14,738.0952380952378
2016-04-15,740.4761904761901
2016-04-18,726.1904761904758
2016-04-19,733.333333333333
2016-04-20,733.333333333333
2016-04-21,690.4761904761903
2016-04-22,690.4761904761903
2016-04-25,724.9999999999998
2016-04-26,702.3809523809522
2016-04-27,702.3809523809522
2016-04-28,702.3809523809522
2016-04-29,690.4761904761903
