Date,MSCI USA 500 Index
2023-02-06,3359.603817560027
2023-02-07,3415.973247296021
2023-02-08,3368.3710297285256
2023-02-09,3326.620226918405
2023-02-10,3360.0078262161564
2023-02-13,3385.0584288773744
2023-02-14,3386.8368182896
2023-02-15,3413.9393623650394
2023-02-16,3367.5890848757244
2023-02-17,3359.6225093305256
2023-02-20,3352.078093870976
2023-02-21,3285.9314544002086
2023-02-22,3299.19304116656
2023-02-23,3327.056910338672
2023-02-24,3308.6313539105467
2023-02-27,3300.887934232008
2023-02-28,3290.22054589751
2023-03-01,3254.311027003576
2023-03-02,3298.024729799129
2023-03-03,3356.192158993725
2023-03-06,3332.4021588505434
2023-03-07,3311.020386558975
2023-03-08,3326.015133511121
2023-03-09,3258.611744257211
2023-03-10,3174.5085634595735
2023-03-13,3157.6601289176133
2023-03-14,3214.6103948539376
2023-03-15,3249.827761547954
2023-03-16,3281.171445810466
2023-03-17,3237.4437769606657
2023-03-20,3242.343173899401
2023-03-21,3271.118653040745
2023-03-22,3210.653636626412
2023-03-23,3191.7830875270547
2023-03-24,3246.618634680569
2023-03-27,3246.16549413439
2023-03-28,3224.923028695685
2023-03-29,3272.362570739348
2023-03-30,3267.263264805935
2023-03-31,3330.232145590277
2023-04-03,3334.3784673714736
2023-04-04,3290.656586202119
2023-04-05,3298.514735379908
2023-04-06,3306.6868713079716
2023-04-07,3306.6868713079716
2023-04-10,3335.5261876288646
2023-04-11,3313.0219471266037
2023-04-12,3279.7861017900295
2023-04-13,3303.4123745873576
2023-04-14,3309.1101943244553
2023-04-17,3347.5755896152027
2023-04-18,3336.7489307795727
2023-04-19,3337.2712518489257
2023-04-20,3311.3811740022365
2023-04-21,3315.5501393613413
2023-04-24,3301.1001361864433
2023-04-25,3262.997280731331
2023-04-26,3231.5858239350205
2023-04-27,3304.099783294566
2023-04-28,3321.6014456922635
2023-05-01,3338.5364250781067
2023-05-02,3299.92382476277
2023-05-03,3255.5042651874755
2023-05-04,3248.5638410957454
2023-05-05,3307.1354410733647
2023-05-08,3307.8095516767576
2023-05-09,3310.989232367546
2023-05-10,3322.2759434426575
2023-05-11,3333.8254958148923
2023-05-12,3345.4552249103617
2023-05-15,3355.3278419636354
2023-05-16,3332.6272837912475
2023-05-17,3387.4879378374594
2023-05-18,3437.2241446976464
2023-05-19,3426.2724796409702
2023-05-22,3424.306970145089
2023-05-23,3392.311522651866
2023-05-24,3373.744902235636
2023-05-25,3412.8311528150384
2023-05-26,3467.3457298699673
2023-05-29,3466.21250454038
2023-05-30,3460.776074918567
2023-05-31,3463.114602935889
2023-06-01,3475.2825334308754
2023-06-02,3528.0590598856415
2023-06-05,3526.0311765514484
2023-06-06,3540.9818757485345
2023-06-07,3518.9731448163243
2023-06-08,3521.4919063553925
2023-06-09,3530.215875615578
2023-06-12,3567.6062693234303
2023-06-13,3573.9616662558396
2023-06-14,3560.626575611348
2023-06-15,3586.3627413724876
2023-06-16,3568.3377294297156
2023-06-19,3568.6643656812093
2023-06-20,3559.160383080248
2023-06-21,3522.425556261372
2023-06-22,3535.144690156734
2023-06-23,3532.6880679953356
2023-06-26,3507.6106071653503
2023-06-27,3534.7902572460944
2023-06-28,3550.882150446118
2023-06-29,3569.5586989404155
2023-06-30,3606.311706777446
2023-07-03,3612.181728666433
2023-07-04,3613.6727227756796
2023-07-05,3616.3989236967977
2023-07-06,3588.1666715096435
2023-07-07,3551.9397535799294
2023-07-10,3552.141073023074
2023-07-11,3573.3310927475277
2023-07-12,3557.2969051946507
2023-07-13,3566.357971465995
2023-07-14,3547.884698038605
2023-07-17,3566.6302226614466
2023-07-18,3590.5743827230554
2023-07-19,3613.8285988250254
2023-07-20,3600.7433132493566
2023-07-21,3613.1670844800997
2023-07-24,3637.8330835004062
2023-07-25,3660.7729490564234
2023-07-26,3653.941688365291
2023-07-27,3654.3352948025326
2023-07-28,3677.4855262087835
2023-07-31,3687.6922072628113
2023-08-01,3693.3722645845032
2023-08-02,3657.5805832272354
2023-08-03,3647.5335874034304
2023-08-04,3597.838549270703
2023-08-07,3635.745212415293
2023-08-08,3637.571707230229
2023-08-09,3599.166416516467
2023-08-10,3589.6424903963907
2023-08-11,3600.3745215622653
2023-08-14,3644.108681766964
2023-08-15,3590.8694483652976
2023-08-16,3574.516003237757
2023-08-17,3552.183946559508
2023-08-18,3557.9188245096398
2023-08-21,3578.5838991651767
2023-08-22,3581.539584375567
2023-08-23,3623.1002673094054
2023-08-24,3575.1246713258024
2023-08-25,3623.0959960525433
2023-08-28,3633.9233132001787
2023-08-29,3680.137762750788
2023-08-30,3662.0261688312316
2023-08-31,3683.812898605695
2023-09-01,3707.357029552848
2023-09-04,3714.9192060537216
2023-09-05,3727.6502741037057
2023-09-06,3701.5874315481788
2023-09-07,3691.707224300924
2023-09-08,3693.741110127083
2023-09-11,3709.564182831172
2023-09-12,3698.732267197651
2023-09-13,3694.369729543217
2023-09-14,3750.400458724734
2023-09-15,3704.5133520690188
2023-09-18,3703.9498413921165
2023-09-19,3690.648176077046
2023-09-20,3646.222572330655
2023-09-21,3605.0892915457634
2023-09-22,3598.7680597674726
2023-09-25,3641.011890690293
2023-09-26,3585.551963423856
2023-09-27,3612.325590450235
2023-09-28,3616.6766633175907
2023-09-29,3599.3474894522783
2023-10-02,3630.920812639463
2023-10-03,3587.4730204696534
2023-10-04,3611.2122564705896
2023-10-05,3593.5661233489764
2023-10-06,3635.4946244088496
2023-10-09,3656.5640872703784
2023-10-10,3658.031747232844
2023-10-11,3664.7558645492354
2023-10-12,3665.49261820304
2023-10-13,3664.1016269501597
2023-10-16,3687.086759401879
2023-10-17,3676.8954718469513
2023-10-18,3640.0672026752127
2023-10-19,3598.6162001677703
2023-10-20,3546.2392242324104
2023-10-23,3526.602024190639
2023-10-24,3563.048868627807
2023-10-25,3513.3635223858682
2023-10-26,3485.4518764367285
2023-10-27,3458.289902780459
2023-10-30,3486.0700454116127
2023-10-31,3525.686102498805
2023-11-01,3574.1554832250044
2023-11-02,3614.8603354567467
2023-11-03,3611.066911006394
2023-11-06,3613.583642279047
2023-11-07,3646.4941450586257
2023-11-08,3642.7782542979435
2023-11-09,3610.3960813849785
2023-11-10,3682.830005453934
2023-11-13,3673.6347267023193
2023-11-14,3694.387811427764
2023-11-15,3690.5090706810424
2023-11-16,3690.9377073774335
2023-11-17,3692.8826446645426
2023-11-20,3703.317161849353
2023-11-21,3697.6149584579452
2023-11-22,3735.9147711502187
2023-11-23,3721.019052310161
2023-11-24,3713.3731378935495
2023-11-27,3709.063000993999
2023-11-28,3696.9412490962395
2023-11-29,3698.0665166258027
2023-11-30,3734.899631651483
2023-12-01,3783.607411693126
2023-12-04,3769.2746657507832
2023-12-05,3771.1591065350794
2023-12-06,3761.010939435968
2023-12-07,3793.860951946619
2023-12-08,3815.860728943804
2023-12-11,3839.7029573538653
2023-12-12,3844.5254623780165
2023-12-13,3892.2676694718266
2023-12-14,3833.3957280427976
2023-12-15,3861.504119659744
2023-12-18,3879.469441280482
2023-12-19,3877.105698347738
2023-12-20,3824.5960928778177
2023-12-21,3858.4849677190696
2023-12-22,3856.852396448008
2023-12-25,3856.852396448008
2023-12-26,3868.4706475604903
2023-12-27,3847.1006101627113
2023-12-28,3848.343009058864
2023-12-29,3857.194779623545
2024-01-01,3857.194779623545
2024-01-02,3867.658370394183
2024-01-03,3849.2912594567774
2024-01-04,3819.3069417058314
2024-01-05,3817.817269210605
2024-01-08,3875.9984173281537
2024-01-09,3889.9385427632137
2024-01-10,3894.439158132125
2024-01-11,3899.737135400768
2024-01-12,3896.5691471435853
2024-01-15,3901.9066693761006
2024-01-16,3913.8733128090475
2024-01-17,3901.5242579218784
2024-01-18,3935.4991812591506
2024-01-19,3974.1367202191664
2024-01-22,3983.353036007639
2024-01-23,4014.318623163517
2024-01-24,3991.3288599298676
2024-01-25,4036.657625068823
2024-01-26,4022.447334655312
2024-01-29,4078.801769215907
2024-01-30,4061.5774472464823
2024-01-31,3986.1643137603546
2024-02-01,4048.787510323514
2024-02-02,4103.221393151399
2024-02-05,4119.277748524511
2024-02-06,4122.573010614949
2024-02-07,4152.635499379443
2024-02-08,4154.975422265239
2024-02-09,4171.026031346098
2024-02-12,4173.512758814206
2024-02-13,4136.061272179131
