Date,BALTIC STATES
2023-08-31,1000.0
2023-09-01,1001.7638345173665
2023-09-04,1008.1326284063689
2023-09-05,1003.0248581815281
2023-09-06,1007.9233926715328
2023-09-07,1013.8484692276405
2023-09-08,1013.8249598394584
2023-09-11,1014.5386451545462
2023-09-12,999.2761500457544
2023-09-13,992.6205739485324
2023-09-14,980.0742661841851
2023-09-15,990.6654525568017
2023-09-18,984.7527545362748
2023-09-19,983.7521258513995
2023-09-20,994.6336789189481
2023-09-21,988.884620091971
2023-09-22,987.1356090328811
2023-09-25,977.6780423099235
2023-09-26,978.8714359317989
2023-09-27,988.1394866865744
2023-09-28,988.3462696975329
2023-09-29,992.8362986645632
2023-10-02,984.7765152339222
2023-10-03,980.4394318440815
2023-10-04,979.3374829712972
2023-10-05,981.9530348990468
2023-10-06,977.09125756581
2023-10-09,969.7308036429698
2023-10-10,970.6982603738021
2023-10-11,977.2030982482353
2023-10-12,973.8947425443185
2023-10-13,966.6431525468859
2023-10-16,967.8075772016068
2023-10-17,968.9353516307755
2023-10-18,965.1200519277031
2023-10-19,968.8308325968131
2023-10-20,966.9944740426033
2023-10-23,968.5397960300189
2023-10-24,968.5428771306207
2023-10-25,967.5443455948732
2023-10-26,961.74924687819
2023-10-27,965.0255403948654
2023-10-30,967.1365034652061
2023-10-31,957.200227138837
2023-11-01,951.3338078893952
2023-11-02,959.6255785131777
2023-11-03,967.5001011741357
2023-11-06,980.5917236270092
2023-11-07,974.8505974699459
2023-11-08,976.7455502338316
2023-11-09,979.4608386795412
2023-11-10,972.0350053797799
2023-11-13,971.2036263187227
2023-11-14,984.0425649902652
2023-11-15,984.7170402197147
2023-11-16,986.6806562130009
2023-11-17,984.2612985055249
2023-11-20,982.910027321962
2023-11-21,978.6524615425161
2023-11-22,974.7986106078338
2023-11-23,980.5897536091352
2023-11-24,991.2004760774578
2023-11-27,990.3958433828084
2023-11-28,989.4212707203744
2023-11-29,990.7183614270356
2023-11-30,985.9798883494394
2023-12-01,977.7598298246731
2023-12-04,968.2709924917233
2023-12-05,961.6739971890152
2023-12-06,963.6802976699997
2023-12-07,961.8847895261658
2023-12-08,960.5938576891721
2023-12-11,967.0220547657271
2023-12-12,975.448928731865
2023-12-13,977.1738649062064
2023-12-14,998.3695515069269
2023-12-15,989.1306281089833
2023-12-18,989.1092528275262
2023-12-19,994.4798422351085
2023-12-20,987.8833730794274
2023-12-21,989.5130681140059
2023-12-22,992.6658002930269
2023-12-25,992.6658002930269
2023-12-26,993.9277590856811
2023-12-27,1000.0391165257055
2023-12-28,1000.6673678739662
2023-12-29,996.7652321021499
2024-01-01,996.7652321021498
2024-01-02,989.196387344089
2024-01-03,1001.924080984187
2024-01-04,1015.6036824660007
2024-01-05,1017.4757855230736
2024-01-08,1013.9892589287672
2024-01-09,1013.4214575294218
2024-01-10,1013.6168561391452
2024-01-11,1012.7216220168858
2024-01-12,1016.3587304216101
2024-01-15,1013.9225174986032
2024-01-16,1008.4808234212795
2024-01-17,999.7227369885932
2024-01-18,1000.8068099526429
2024-01-19,1002.9492473182829
2024-01-22,995.7412021394766
2024-01-23,989.0265998479863
2024-01-24,986.373353917472
2024-01-25,982.9583508582037
2024-01-26,986.0552279309526
2024-01-29,979.6250045757535
2024-01-30,981.1971003700361
2024-01-31,987.6880284565535
2024-02-01,987.1112028749639
2024-02-02,983.8670196575504
2024-02-05,977.2728807154408
2024-02-06,985.2273484417943
2024-02-07,988.0872424860502
2024-02-08,983.7447295310941
2024-02-09,983.4794142539203
2024-02-12,980.4213534053589
2024-02-13,971.6355875000171
2024-02-14,970.3870955723363
2024-02-15,971.5287424973696
2024-02-16,974.2222396101436
2024-02-19,971.1143964837747
2024-02-20,976.1292477123833
2024-02-21,973.606829592429
2024-02-22,977.7751380018653
2024-02-23,979.774434145998
2024-02-26,981.6037778918791
2024-02-27,980.1763567337848
2024-02-28,985.8199683044071
2024-02-29,972.0708231263185
2024-03-01,973.0761635020995
2024-03-04,975.6671770683499
2024-03-05,984.2757615077659
2024-03-06,988.4937642999714
2024-03-07,988.9335637312572
2024-03-08,992.2317241020179
2024-03-11,988.7765736726647
