Date,PANAMA
2021-05-04,729.3671291014998
2021-05-05,727.2907835183469
2021-05-06,751.619935942521
2021-05-07,769.36132608972
2021-05-10,745.4625343219141
2021-05-11,723.8517629304196
2021-05-12,709.2972858012449
2021-05-13,704.7271068074652
2021-05-14,723.3922161373414
2021-05-17,724.4128822730303
2021-05-18,707.8045125585107
2021-05-19,694.1085892594318
2021-05-20,699.9865326565705
2021-05-21,702.6387651932541
2021-05-24,705.5833664977436
2021-05-25,703.6196888165599
2021-05-26,713.9619286385922
2021-05-27,719.0076575210609
2021-05-28,716.504678110197
2021-05-31,713.8675611499093
2021-06-01,729.6906071001246
2021-06-02,707.4896835973608
2021-06-03,687.453160857817
2021-06-04,670.4066192392224
2021-06-07,677.6536098291892
2021-06-08,679.8122522228747
2021-06-09,673.7628919040438
2021-06-10,667.3703718286254
2021-06-11,681.2576281642996
2021-06-14,681.949703442298
2021-06-15,670.2216353425528
2021-06-16,670.6268033311775
2021-06-17,690.8562687476923
2021-06-18,703.144117053231
2021-06-21,720.5761443081394
2021-06-22,719.1139898468695
2021-06-23,707.0620867066564
2021-06-24,704.7804513755736
2021-06-25,695.3992746117069
2021-06-28,685.2689386884385
2021-06-29,681.8453114631208
2021-06-30,684.3528552253165
2021-07-01,686.1754258548813
2021-07-02,679.4564249506907
2021-07-05,678.3966986208345
2021-07-06,661.6403464192308
2021-07-07,658.1093332068172
2021-07-08,648.7202919410645
2021-07-09,661.6751363622207
2021-07-12,660.8618336256992
2021-07-13,646.3919614041718
2021-07-14,644.7998744577336
2021-07-15,641.0371147195257
2021-07-16,629.1140783827277
2021-07-19,614.8137200478898
2021-07-20,638.9149140557162
2021-07-21,660.1402577090794
2021-07-22,655.9798964807135
2021-07-23,653.5881728594911
2021-07-26,664.2851068018642
2021-07-27,664.5562896837513
2021-07-28,688.6356676396015
2021-07-29,680.9105797922258
2021-07-30,659.2970124052481
2021-08-02,647.7672184354678
2021-08-03,654.4442285096936
2021-08-04,646.8478951680632
2021-08-05,704.1899020840633
2021-08-06,706.2371317542187
2021-08-09,706.3383363938811
2021-08-10,715.9784511753954
2021-08-11,720.9778747718216
2021-08-12,711.4551488851779
2021-08-13,698.7763482613327
2021-08-16,688.7880332832242
2021-08-17,678.1436669747386
2021-08-18,673.0589513261484
2021-08-19,659.2817242710258
2021-08-20,677.2178163124572
2021-08-23,688.490382431298
2021-08-24,705.6363678458663
2021-08-25,710.6035483330562
2021-08-26,697.9605534614539
2021-08-27,709.0208553548686
2021-08-30,692.9499718980128
2021-08-31,701.2845179604775
2021-09-01,708.2253502713959
2021-09-02,704.0161018335046
2021-09-03,696.2829563792967
2021-09-06,697.4276275970512
2021-09-07,711.4856099331469
2021-09-08,691.9084905437514
2021-09-09,712.5805780656955
2021-09-10,699.7894235467471
2021-09-13,718.5025872509925
2021-09-14,712.5787192083644
2021-09-15,720.8378899247863
2021-09-16,731.5059609875992
2021-09-17,727.1983300803981
2021-09-20,729.0336167100874
2021-09-21,730.5942014149317
2021-09-22,741.6569198394772
2021-09-23,752.8765233290665
2021-09-24,771.7527824717738
2021-09-27,783.0389075703954
2021-09-28,755.3975882983561
2021-09-29,766.0517665616301
2021-09-30,765.512700657635
2021-10-01,803.227176147898
2021-10-04,799.6314277800348
2021-10-05,816.1839373154482
2021-10-06,822.9978237431997
2021-10-07,811.907570934122
2021-10-08,811.020174923485
2021-10-11,807.4038273550092
2021-10-12,809.4870593824035
2021-10-13,807.2092460051693
2021-10-14,798.2870539435072
2021-10-15,791.9965099191326
2021-10-18,782.0381457702312
2021-10-19,774.3560863508586
2021-10-20,774.6732343983026
2021-10-21,774.213887434599
2021-10-22,755.7375651407048
2021-10-25,750.6545069959913
2021-10-26,742.9154502892526
2021-10-27,726.942905298955
2021-10-28,712.5258722849702
2021-10-29,713.6099301285453
2021-11-01,718.7907094151861
2021-11-02,709.7752242637374
2021-11-03,710.9746450703445
2021-11-04,717.1957199433502
2021-11-05,750.1379889802516
2021-11-08,750.5300931450286
2021-11-09,740.0443143553775
2021-11-10,728.047984653905
2021-11-11,737.4912312962546
2021-11-12,728.0755278783705
2021-11-15,739.0465726253892
2021-11-16,721.5636297307175
2021-11-17,703.2042319960398
2021-11-18,750.8743997997466
2021-11-19,754.2242309464502
2021-11-22,759.2698863069863
2021-11-23,750.1899014411548
2021-11-24,756.5385313991314
2021-11-25,755.6274457457963
2021-11-26,701.6361730557087
2021-11-29,707.1375957556597
2021-11-30,688.0874449225473
2021-12-01,677.7123746529275
2021-12-02,702.9353062198813
2021-12-03,691.9794960644452
2021-12-06,726.9794141278211
2021-12-07,738.5784571880682
2021-12-08,748.1205147848098
2021-12-09,739.2657503488413
2021-12-10,746.6234008257218
2021-12-13,728.3428096314664
2021-12-14,722.9274529357871
2021-12-15,735.9570851187257
2021-12-16,723.7907531844488
2021-12-17,731.6383267098379
2021-12-20,737.9703418510421
2021-12-21,770.9127433637495
2021-12-22,785.5961965813335
2021-12-23,790.5369983131978
2021-12-24,789.1065094381498
2021-12-27,787.554482378074
2021-12-28,794.2193303148132
2021-12-29,780.9562879159976
2021-12-30,785.0280330368753
2021-12-31,784.7357582179069
2022-01-03,795.8644372727917
2022-01-04,810.8501381411304
2022-01-05,781.2221374635943
2022-01-06,779.3806110434645
2022-01-07,793.1092774923818
2022-01-10,788.6711878850359
2022-01-11,809.591819415708
2022-01-12,797.3848464213211
2022-01-13,817.8403249943993
2022-01-14,827.3321395861655
2022-01-17,829.545033584006
2022-01-18,796.7182112530106
2022-01-19,789.2817895814486
2022-01-20,795.2860290311335
2022-01-21,766.7018715747334
2022-01-24,762.9021187725855
2022-01-25,767.903646490707
2022-01-26,761.9830269848865
2022-01-27,768.7617657137142
2022-01-28,777.2972169937848
2022-01-31,802.5174814862372
2022-02-01,805.8327103265931
2022-02-02,798.0432610044037
2022-02-03,772.7134924108998
2022-02-04,770.2868555437783
2022-02-07,789.3839087049912
2022-02-08,822.1624646915652
2022-02-09,826.3683510905026
2022-02-10,841.2585819635935
2022-02-11,805.9576078754784
2022-02-14,830.7397869432863
2022-02-15,869.2724022350909
2022-02-16,891.4943351496951
2022-02-17,865.4520122253801
2022-02-18,863.3562960771144
2022-02-21,863.7751792482882
2022-02-22,834.4146789464687
2022-02-23,819.6384605959506
2022-02-24,823.1233446187971
2022-02-25,833.7449630219892
2022-02-28,802.8921489255351
2022-03-01,778.2966561086132
2022-03-02,794.8654926708879
2022-03-03,764.7638307117574
2022-03-04,734.9027476428422
2022-03-07,669.5552975960132
2022-03-08,701.5659970067195
2022-03-09,729.8863659356695
2022-03-10,733.5427623738773
2022-03-11,724.925554757709
2022-03-14,733.40547814741
2022-03-15,749.4977635253422
2022-03-16,778.2559891497121
2022-03-17,745.8986088348796
2022-03-18,768.3232237410448
2022-03-21,759.4021542747239
2022-03-22,774.0586569623862
2022-03-23,754.591947206718
2022-03-24,756.6627646478424
2022-03-25,773.5243429306987
2022-03-28,779.4471677648103
2022-03-29,787.3378828719638
2022-03-30,776.4956850216679
2022-03-31,803.8329314900425
2022-04-01,802.05909013534
2022-04-04,796.3504121205289
2022-04-05,799.3478552387381
2022-04-06,775.1067977267002
2022-04-07,759.9676570365956
2022-04-08,766.112215414877
2022-04-11,763.5535130700727
2022-04-12,753.8260809179853
2022-04-13,772.5216751547835
2022-04-14,789.4308580948059
2022-04-15,789.4308580948059
2022-04-18,773.9829729953944
2022-04-19,798.8475384483354
2022-04-20,791.7570637487404
2022-04-21,807.8298079077176
2022-04-22,782.9662315510137
2022-04-25,789.326271106853
2022-04-26,761.1718925754756
2022-04-27,772.4171556154691
2022-04-28,787.9517626865613
2022-04-29,767.779731452155
2022-05-02,745.372774498972
2022-05-03,761.9314561186794
2022-05-04,760.5048528612945
2022-05-05,747.4471508596553
2022-05-06,728.7240781415094
2022-05-09,704.6871552577609
2022-05-10,716.5260114089685
2022-05-11,688.1878776598055
2022-05-12,711.8998302447673
2022-05-13,726.4546598753908
2022-05-16,711.8905598340319
2022-05-17,732.5386641394638
2022-05-18,704.8876842845839
2022-05-19,698.2217905958569
2022-05-20,698.1455617661115
2022-05-23,697.9631255132613
2022-05-24,680.4845542594486
2022-05-25,690.9723586506274
2022-05-26,714.8400645691961
2022-05-27,719.3073889063021
2022-05-30,714.6697096513285
2022-05-31,721.8055110293509
2022-06-01,703.1587437988348
2022-06-02,720.3924125810971
2022-06-03,709.3025201561427
2022-06-06,716.8486830847986
2022-06-07,725.743655440615
2022-06-08,700.9275622169336
2022-06-09,672.9745223091485
2022-06-10,652.9079073875173
2022-06-13,625.5989854665263
2022-06-14,624.5616950169077
2022-06-15,640.0087497820099
2022-06-16,590.1427277760409
2022-06-17,630.5532440885428
2022-06-20,625.8255160685176
2022-06-21,626.1924449576238
2022-06-22,644.1584033182833
2022-06-23,634.2565469002344
2022-06-24,663.3469570393719
2022-06-27,645.31283652171
2022-06-28,648.838338587232
2022-06-29,650.7790834897027
2022-06-30,662.4960670021162
2022-07-01,679.4183877320199
2022-07-04,677.3000936413358
2022-07-05,691.8684888288811
2022-07-06,672.9259480910996
2022-07-07,682.157024356495
2022-07-08,676.2526108920995
2022-07-11,661.8064224637421
2022-07-12,689.584455378404
2022-07-13,676.4257094651015
2022-07-14,681.7870195702899
2022-07-15,686.7245669152202
2022-07-18,677.9410835873152
2022-07-19,689.8748821682663
2022-07-20,693.6519635915279
2022-07-21,692.0369151822053
2022-07-22,684.1805254438551
2022-07-25,697.0000134165863
2022-07-26,692.997310995873
2022-07-27,715.693070173699
2022-07-28,720.576852473607
2022-07-29,718.774530990554
2022-08-01,719.5081183660185
2022-08-02,717.9330141153034
2022-08-03,745.3731681641782
2022-08-04,775.679109769017
2022-08-05,775.6271027720558
2022-08-08,776.8945497521614
2022-08-09,764.3086746822654
2022-08-10,770.8009494367147
2022-08-11,768.5735095772601
2022-08-12,799.1358992560502
2022-08-15,805.0213144114933
2022-08-16,806.3430375864967
2022-08-17,785.7462456920144
2022-08-18,792.3977528728869
2022-08-19,785.7685838007548
2022-08-22,777.9031056346424
2022-08-23,788.7869300260938
2022-08-24,805.0363918902714
2022-08-25,811.1429246157688
2022-08-26,792.1435499277061
2022-08-29,791.5409584189132
2022-08-30,790.7484545548289
2022-08-31,773.1359445042918
2022-09-01,782.0552055291121
2022-09-02,767.75779512732
2022-09-05,776.038636221884
2022-09-06,777.774277628486
2022-09-07,798.4880674365155
2022-09-08,791.4683102743313
2022-09-09,802.9420241789574
2022-09-12,806.1907877295104
2022-09-13,790.1529841345529
2022-09-14,819.2469610834188
2022-09-15,823.1405801880661
2022-09-16,803.174959201576
2022-09-19,825.4360608403474
2022-09-20,812.1731367345204
