Date,LATVIA IMI
2023-08-31,1000.0
2023-09-01,999.2030964497815
2023-09-04,997.1690952356341
2023-09-05,992.2424858410697
2023-09-06,987.326616211025
2023-09-07,987.0500024784296
2023-09-08,977.251056917058
2023-09-11,987.1652746053807
2023-09-12,978.3322611712953
2023-09-13,984.2777614058348
2023-09-14,976.3741175940268
2023-09-15,975.2529957954432
2023-09-18,970.2491694721791
2023-09-19,963.5437803006813
2023-09-20,969.3733659820439
2023-09-21,960.35694741865
2023-09-22,950.4831636721666
2023-09-25,936.3283842595406
2023-09-26,941.7169192988619
2023-09-27,939.3551122515582
2023-09-28,949.0456421089523
2023-09-29,953.9178592131426
2023-10-02,950.340724803955
2023-10-03,946.9531924711541
2023-10-04,944.1548624559522
2023-10-05,940.5668632715183
2023-10-06,944.9081586510305
2023-10-09,939.2412834110141
2023-10-10,941.6834646841711
2023-10-11,941.0709997340634
2023-10-12,925.842722433627
2023-10-13,921.2817048061768
2023-10-16,923.1371370815439
2023-10-17,923.3148883736491
2023-10-18,919.9975370988228
2023-10-19,921.4041410052761
2023-10-20,914.3983382697921
2023-10-23,917.6961334016729
2023-10-24,909.7101579623451
2023-10-25,913.0112004186268
2023-10-26,904.6627950858623
2023-10-27,906.779999632997
2023-10-30,902.4519289341088
2023-10-31,894.849308477531
2023-11-01,893.0659133120587
2023-11-02,904.5605163887582
2023-11-03,910.6631904780451
2023-11-06,922.198395341675
2023-11-07,917.8289674380233
2023-11-08,948.4285048223937
2023-11-09,941.6005593629143
2023-11-10,948.9116431207885
2023-11-13,955.3513606550233
2023-11-14,967.2447287779664
2023-11-15,967.4991299141676
2023-11-16,965.3213083574717
2023-11-17,966.208756124291
2023-11-20,970.8234845117502
2023-11-21,979.1601619391939
2023-11-22,975.5639980882861
2023-11-23,975.9639878385722
2023-11-24,976.1377172197076
2023-11-27,973.254594384668
2023-11-28,975.2590964152066
2023-11-29,970.1917888552291
2023-11-30,976.801349200334
2023-12-01,970.0422527046302
2023-12-04,965.8892269321115
2023-12-05,964.9961667620481
2023-12-06,957.1246825364385
2023-12-07,950.6404699338701
2023-12-08,959.2694814738732
2023-12-11,950.4837046440449
2023-12-12,961.5440656705545
2023-12-13,963.4262614012093
2023-12-14,981.5863330346075
2023-12-15,975.5847871211142
2023-12-18,976.974067839478
2023-12-19,980.5042690390118
2023-12-20,979.34406738266
2023-12-21,980.1390605870608
2023-12-22,980.9025543224079
2023-12-25,980.9025543224079
2023-12-26,982.1495587047476
2023-12-27,983.0850914761388
2023-12-28,986.741927292444
2023-12-29,986.3623067495199
2024-01-01,986.3623067495197
2024-01-02,979.2764953786838
2024-01-03,971.4776891711276
2024-01-04,976.506035712216
2024-01-05,976.5101162036453
2024-01-08,978.9838541727213
2024-01-09,977.7616439220858
2024-01-10,978.537763968851
2024-01-11,975.703830945532
2024-01-12,977.3973743418657
2024-01-15,975.380106343476
2024-01-16,966.3949009226299
2024-01-17,961.6079526519871
2024-01-18,960.0709316900202
2024-01-19,961.8728419794971
2024-01-22,958.036466640008
2024-01-23,947.9305648667789
2024-01-24,954.2780832862782
2024-01-25,945.6792267325425
2024-01-26,949.2667003520793
2024-01-29,941.2970537297481
2024-01-30,947.0826837593668
2024-01-31,949.9995704514145
2024-02-01,946.0317501334613
2024-02-02,948.3401771699477
2024-02-05,938.7141300799692
2024-02-06,941.393062334255
2024-02-07,941.2693444120221
2024-02-08,942.91268927176
2024-02-09,944.0829838773178
2024-02-12,933.8143537488571
2024-02-13,927.2934666638018
2024-02-14,917.1338024741215
2024-02-15,923.8664591297362
2024-02-16,928.7674753161454
2024-02-19,923.4946256405359
2024-02-20,926.55757656328
2024-02-21,921.6026325907388
2024-02-22,917.2873377761882
2024-02-23,920.6734679947604
2024-02-26,931.8274437796184
2024-02-27,929.8131646975271
2024-02-28,927.0023695873556
2024-02-29,935.6773068988851
2024-03-01,938.8059472532632
2024-03-04,944.0416081603405
2024-03-05,936.6694315136705
2024-03-06,942.4980650800819
2024-03-07,941.2122193456186
2024-03-08,944.5117833370144
2024-03-11,946.8436072368851
