Date,USA 50
2013-11-11,783.4910762003525
2020-12-25,2249.6561508631453
2020-12-28,2276.5533504216
2021-01-01,2276.861462053715
2021-01-04,2239.5760791075563
2021-04-02,2475.844989007131
2021-04-05,2512.843814900678
2022-04-15,3009.8161988070347
2022-04-18,3009.304624387745
2022-12-26,2548.21122712713
2022-12-27,2519.173613893708
2023-01-02,2527.960765116538
2023-01-03,2538.1592889205317
2023-02-06,2730.6956554270128
2023-02-07,2787.2875003812337
2023-02-08,2739.5830985406365
2023-02-09,2705.6919774141256
2023-02-10,2726.4484047309716
2023-02-13,2750.3777591074263
2023-02-14,2754.431106587814
2023-02-15,2771.8022466737293
2023-02-16,2728.3966502822495
2023-02-17,2720.741768597373
2023-02-20,2714.6320326959603
2023-02-21,2660.0052607038965
2023-02-22,2671.8261167429664
2023-02-23,2699.489969369254
2023-02-24,2679.2714485599718
2023-02-27,2674.9560952752277
2023-02-28,2666.7704777472845
2023-03-01,2631.306691536028
2023-03-02,2666.170763085252
2023-03-03,2720.4462271621364
2023-03-06,2710.572886131799
2023-03-07,2695.7310125364215
2023-03-08,2705.509071654183
2023-03-09,2655.0320910196956
2023-03-10,2599.2138996483955
2023-03-13,2599.2536426887405
2023-03-14,2652.248041123663
2023-03-15,2700.800258139694
2023-03-16,2734.095335937306
2023-03-17,2710.302106334372
2023-03-20,2706.0141250083075
2023-03-21,2733.69142948639
2023-03-22,2693.109428280475
2023-03-23,2689.6258199958147
2023-03-24,2733.2084911752095
2023-03-27,2722.167339877385
2023-03-28,2697.4501431961276
2023-03-29,2735.002275649859
2023-03-30,2732.8141913336804
2023-03-31,2786.3105645123733
2023-04-03,2793.8182006033294
2023-04-04,2767.1995556306065
2023-04-05,2773.5509844728845
2023-04-06,2789.0144506267334
2023-04-07,2789.0144506267334
2023-04-10,2801.585598866916
2023-04-11,2771.0942647498205
2023-04-12,2740.65640350869
2023-04-13,2775.900649531824
2023-04-14,2784.6046802506066
2023-04-17,2809.834846957216
2023-04-18,2799.427818186577
2023-04-19,2800.154360692819
2023-04-20,2775.478379815318
2023-04-21,2783.81974888008
2023-04-24,2769.4325313568293
2023-04-25,2739.186044213438
2023-04-26,2726.6985691813557
2023-04-27,2799.439630019816
2023-04-28,2810.884480183784
2023-05-01,2825.7955641308104
2023-05-02,2799.0838067719446
2023-05-03,2765.6281299096586
