Date,MSCI UK 30 Index
2000-12-26,953.5507695851948
2005-07-19,839.7615071488623
2023-02-08,1780.4092134894913
2023-02-09,1799.3829563683755
2023-02-10,1802.329185178415
2023-02-13,1818.6057141546698
2023-02-14,1824.291859209066
2023-02-15,1813.3692217539965
2023-02-16,1822.963572826633
2023-02-17,1819.8751959146225
2023-02-20,1823.0524021130211
2023-02-21,1834.743410356617
2023-02-22,1822.4453416286165
2023-02-23,1817.5151286987066
2023-02-24,1809.2341592629973
2023-02-27,1821.1080832390155
2023-02-28,1818.271983773138
2023-03-01,1802.0075042205601
2023-03-02,1816.4551611080813
2023-03-03,1820.9537347362727
2023-03-06,1807.5108091950801
2023-03-07,1798.3727233904199
2023-03-08,1801.1020501335586
2023-03-09,1800.6050367146017
2023-03-10,1780.3089302886685
2023-03-13,1735.9344027158584
2023-03-14,1753.0552856907561
2023-03-15,1697.3026916601586
2023-03-16,1706.4723250248626
2023-03-17,1693.7727441032926
2023-03-20,1712.8342613129753
2023-03-21,1726.4123532152755
2023-03-22,1738.8089922536853
2023-03-23,1718.7932327925678
2023-03-24,1706.538054269964
2023-03-27,1725.677051454552
2023-03-28,1729.4297850811317
2023-03-29,1744.0461928530005
2023-03-30,1749.6027006219656
2023-03-31,1755.4196035854416
2023-04-03,1771.804077880456
2023-04-04,1765.7903422828747
2023-04-05,1782.0366500470182
2023-04-06,1796.441054815834
2023-04-07,1796.441054815834
2023-04-10,1799.3711535121217
2023-04-11,1805.4730298398742
2023-04-12,1809.3529096026957
2023-04-13,1808.4709225299584
2023-04-14,1811.4549089231516
2023-04-17,1815.565083389038
2023-04-18,1822.6385232995367
2023-04-19,1824.332269544307
2023-04-20,1822.831076189492
2023-04-21,1816.7330124960185
2023-04-24,1815.8432510304563
2023-04-25,1810.435674105247
2023-04-26,1799.202352144814
2023-04-27,1801.9603773525398
2023-04-28,1817.250815758541
2023-05-01,1820.0477240994305
2023-05-02,1787.1395136872907
2023-05-03,1788.3060613861032
2023-05-04,1784.7638499932175
2023-05-05,1808.150148018701
2023-05-08,1808.8523380516667
2023-05-09,1813.5693706995942
2023-05-10,1804.967212350551
2023-05-11,1799.0593614359084
2023-05-12,1808.058412797151
2023-05-15,1818.2377629544362
2023-05-16,1808.5437491906298
2023-05-17,1804.5940860850922
2023-05-18,1812.0143646878214
2023-05-19,1817.858246234786
2023-05-22,1814.738318759671
2023-05-23,1821.6958044340715
2023-05-24,1786.6704911387505
2023-05-25,1771.7168714976192
2023-05-26,1788.7481150928813
2023-05-29,1791.135920852013
2023-05-30,1765.0233413897045
2023-05-31,1754.5892516611184
2023-06-01,1772.5975205544921
2023-06-02,1795.1079109153054
2023-06-05,1787.4670445258143
2023-06-06,1796.627868016102
2023-06-07,1800.4796691962829
2023-06-08,1797.0865470571196
2023-06-09,1798.5739907426307
2023-06-12,1790.062315609059
2023-06-13,1801.6969203869223
2023-06-14,1807.5065119757282
2023-06-15,1815.0572435966376
2023-06-16,1824.295176381827
2023-06-19,1810.8056817299066
2023-06-20,1800.0685286539565
2023-06-21,1792.5777042882828
2023-06-22,1780.2541639395629
2023-06-23,1779.901736910221
2023-06-26,1772.9741878570578
2023-06-27,1771.0363265673948
2023-06-28,1766.1577448905987
2023-06-29,1767.113124860629
2023-06-30,1788.7364868962732
2023-07-03,1782.7393751753775
2023-07-04,1786.628979639379
2023-07-05,1772.4879185581442
2023-07-06,1733.6151344095117
2023-07-07,1728.0059652781608
2023-07-10,1725.2914860936007
2023-07-11,1733.5574485409416
2023-07-12,1757.5366390628942
2023-07-13,1768.430993159553
2023-07-14,1759.3625678864087
2023-07-17,1749.9825551550143
2023-07-18,1759.2394818952994
2023-07-19,1767.5214014757362
2023-07-20,1786.4700804598235
2023-07-21,1796.4648584923968
2023-07-24,1803.2332024706227
2023-07-25,1818.7424035352003
2023-07-26,1814.2865862967146
2023-07-27,1816.1654479745275
2023-07-28,1814.175375998157
2023-07-31,1818.5717104431565
2023-08-01,1804.557934778196
2023-08-02,1778.9974700467644
2023-08-03,1773.8706549973826
2023-08-04,1772.7898784391073
2023-08-07,1776.5002634152597
2023-08-08,1773.9792593193665
2023-08-09,1788.6672439073595
2023-08-10,1798.3578336518603
2023-08-11,1781.5436900001332
2023-08-14,1781.2658196360578
2023-08-15,1757.0521574025847
2023-08-16,1754.5369423093623
2023-08-17,1752.570866554744
2023-08-18,1740.9893550729964
2023-08-21,1739.3649094933191
2023-08-22,1747.7690953194801
2023-08-23,1752.2242073237987
2023-08-24,1756.093033093411
2023-08-25,1754.5865584794199
2023-08-28,1752.3170782485497
2023-08-29,1776.448268328332
