Date,MSCI WORLD 100 Index
2023-02-22,2140.142754296828
2023-02-23,2156.163446657506
2023-02-24,2141.6065055429644
2023-02-27,2139.7415265869367
2023-02-28,2131.031406468949
2023-03-01,2105.6261780218133
2023-03-02,2132.7749630439444
2023-03-03,2169.6042024083
2023-03-06,2160.998208442205
2023-03-07,2148.523790266334
2023-03-08,2155.7511046941636
2023-03-09,2120.2845722477623
2023-03-10,2075.6120844680067
2023-03-13,2068.297329461565
2023-03-14,2104.3947726479487
2023-03-15,2130.9232536677946
2023-03-16,2151.964929866575
2023-03-17,2132.605354230515
2023-03-20,2131.5605548941385
2023-03-21,2150.2422722347583
2023-03-22,2124.0382382588414
2023-03-23,2118.694232621277
2023-03-24,2147.131056737179
2023-03-27,2145.3602952199703
2023-03-28,2129.7962179669
2023-03-29,2159.1354333872505
2023-03-30,2158.1400812575807
2023-03-31,2196.3117726318283
2023-04-03,2204.276434952723
2023-04-04,2183.07281052614
2023-04-05,2188.17284773018
2023-04-06,2197.148822862877
2023-04-07,2197.145649578827
2023-04-10,2208.158783126827
2023-04-11,2190.8830418672787
2023-04-12,2172.0932627598827
2023-04-13,2193.2212170631205
2023-04-14,2200.920123797046
2023-04-17,2220.2339847618414
2023-04-18,2214.299628075916
2023-04-19,2212.8005736048945
2023-04-20,2195.5494544108337
2023-04-21,2201.714369806159
2023-04-24,2190.8706196262333
2023-04-25,2171.005344761079
2023-04-26,2155.4960827838568
2023-04-27,2203.355647167003
2023-04-28,2214.0964360062844
2023-05-01,2223.6890986419417
2023-05-02,2201.9246239096306
2023-05-03,2177.00397904469
2023-05-04,2173.381230436916
2023-05-05,2211.6956076750675
2023-05-08,2215.2829515568187
2023-05-09,2216.2560761124937
2023-05-10,2225.7578136097522
2023-05-11,2236.200348516466
2023-05-12,2243.0459325584025
2023-05-15,2246.5073118054243
2023-05-16,2240.3559167774556
2023-05-17,2271.892463139198
2023-05-18,2305.6763793169557
2023-05-19,2301.1195042117483
2023-05-22,2299.084611184481
2023-05-23,2279.7304253026714
2023-05-24,2268.4634835221955
2023-05-25,2300.1018898106927
2023-05-26,2340.951813254431
2023-05-29,2340.6425833581475
2023-05-30,2335.853038809508
2023-05-31,2335.226502696682
2023-06-01,2346.2493280066737
2023-06-02,2374.994468546435
2023-06-05,2374.4182077253145
2023-06-06,2382.0656945923597
2023-06-07,2358.034351768978
2023-06-08,2364.5645581560248
2023-06-09,2373.551608611665
2023-06-12,2399.1687059434794
2023-06-13,2401.7731507501794
2023-06-14,2399.15261763083
2023-06-15,2414.159017209563
2023-06-16,2402.9470391757773
2023-06-19,2400.7740737116155
2023-06-20,2398.737898799438
2023-06-21,2370.5215781677575
2023-06-22,2382.8942263013714
2023-06-23,2380.7628306760153
2023-06-26,2354.3919658797204
2023-06-27,2369.859362327718
2023-06-28,2382.009694035035
2023-06-29,2391.41011791041
2023-06-30,2417.876195594809
2023-07-03,2419.006521260187
2023-07-04,2420.696637717816
2023-07-05,2424.342792385595
2023-07-06,2401.7544186287473
2023-07-07,2374.0592319280236
2023-07-10,2366.1575568934068
2023-07-11,2373.617700090808
2023-07-12,2372.18500289579
2023-07-13,2383.6851353307675
2023-07-14,2378.042638757927
2023-07-17,2386.8920461944494
2023-07-18,2403.8969399399566
2023-07-19,2417.247721903605
2023-07-20,2404.470733551816
2023-07-21,2411.084232977738
2023-07-24,2427.314690866006
2023-07-25,2442.530599483202
2023-07-26,2435.0256292255835
2023-07-27,2442.019250761825
2023-07-28,2460.133042136292
2023-07-31,2467.530862623562
