Date,MSCI WORLD 50 Index
2023-02-22,2184.1600903328426
2023-02-23,2203.3586353425117
2023-02-24,2185.539797021558
2023-02-27,2184.4996567943667
2023-02-28,2176.0042702071564
2023-03-01,2147.543911410702
2023-03-02,2176.3600533291246
2023-03-03,2218.5385533903905
2023-03-06,2211.253893024698
2023-03-07,2198.615481448514
2023-03-08,2204.1723456529094
2023-03-09,2168.176147462639
2023-03-10,2126.006137827037
2023-03-13,2125.425529561263
2023-03-14,2166.790561116578
2023-03-15,2200.7976263513233
2023-03-16,2226.590617661148
2023-03-17,2209.411884070177
2023-03-20,2206.658668856842
2023-03-21,2228.1532232123936
2023-03-22,2201.2541110411225
2023-03-23,2198.9040689550848
2023-03-24,2230.1703756862908
2023-03-27,2225.0761212911784
2023-03-28,2205.5720814232945
2023-03-29,2235.414800240231
2023-03-30,2234.959025344372
2023-03-31,2276.8617195805746
2023-04-03,2283.297932251741
2023-04-04,2263.6643272339234
2023-04-05,2269.593502424281
2023-04-06,2282.942405620165
2023-04-07,2282.942405620165
2023-04-10,2291.3902791015703
2023-04-11,2269.075847349709
2023-04-12,2248.0820617134677
2023-04-13,2276.654676469499
2023-04-14,2285.40931620429
2023-04-17,2303.690077699755
2023-04-18,2296.68174464936
2023-04-19,2296.298323784397
2023-04-20,2279.4222398222246
2023-04-21,2287.9631909904424
2023-04-24,2276.2455402850705
2023-04-25,2256.431403111819
2023-04-26,2245.3608301240283
2023-04-27,2300.161489114999
2023-04-28,2310.2958668288334
2023-05-01,2321.305056435525
2023-05-02,2301.5046873533493
2023-05-03,2278.868258274985
2023-05-04,2274.9915878529896
2023-05-05,2316.813158911721
2023-05-08,2322.1393701748066
2023-05-09,2321.8773005434336
2023-05-10,2335.8657980605403
2023-05-11,2351.066616227304
2023-05-12,2356.528828070185
2023-05-15,2358.258994831333
2023-05-16,2357.9903431641706
2023-05-17,2390.868853037395
2023-05-18,2427.0401007649302
2023-05-19,2423.516003434698
2023-05-22,2421.9320264703097
2023-05-23,2399.7914815425
2023-05-24,2391.307551891842
2023-05-25,2434.697219265903
2023-05-26,2480.448828146575
2023-05-29,2479.964774783634
2023-05-30,2475.6951387470353
2023-05-31,2475.702042705823
2023-06-01,2488.96939635819
2023-06-02,2515.3082744113703
2023-06-05,2515.906203356034
2023-06-06,2522.147474526897
2023-06-07,2487.5981234028454
2023-06-08,2497.111199595959
2023-06-09,2507.6743969264257
2023-06-12,2536.747847221646
2023-06-13,2536.048783814035
2023-06-14,2531.5986019948127
2023-06-15,2548.549099655828
2023-06-16,2533.972399977162
2023-06-19,2532.225599819089
2023-06-20,2535.474990039042
2023-06-21,2503.0811376109223
2023-06-22,2525.2071319070305
2023-06-23,2524.77734174615
2023-06-26,2488.3035978760977
2023-06-27,2505.9481796458867
2023-06-28,2520.0816369410663
2023-06-29,2528.8660233783835
2023-06-30,2560.8812733709933
2023-07-03,2560.1157265875545
2023-07-04,2561.8202975931677
2023-07-05,2569.118546363106
2023-07-06,2549.9842411532013
2023-07-07,2517.780904799795
2023-07-10,2503.0373036969527
2023-07-11,2509.1068997828725
2023-07-12,2508.3221444766764
2023-07-13,2521.578900413879
2023-07-14,2519.0901510945287
