Date,EM EUROPE & MIDDLE EAST ESG LEADERS
2007-09-28,1000.0
2007-10-01,1009.6151165724888
2007-10-02,1022.2542277984269
2007-10-03,1018.5183299238262
2007-10-04,1021.6690784007446
2007-10-05,1039.2256828577035
2007-10-08,1041.8917118985273
2007-10-09,1051.0782919411674
2007-10-10,1041.5749697854294
2007-10-11,1065.5826582839954
2007-10-12,1061.1656727477489
2007-10-15,1062.8617298540896
2007-10-16,1042.366314402011
2007-10-17,1049.3669854884809
2007-10-18,1036.1583713841706
2007-10-19,1036.4092648217281
2007-10-22,1025.9604172824854
2007-10-23,1046.5222683250392
2007-10-24,1041.7288629805669
2007-10-25,1056.5560514339504
2007-10-26,1068.5728452720919
2007-10-29,1082.3002410307704
2007-10-30,1077.431163527387
2007-10-31,1078.7622548056609
2007-11-01,1076.5953383133908
2007-11-02,1069.689613300065
2007-11-05,1065.3425067634673
2007-11-06,1076.9709010381675
2007-11-07,1060.3405215968253
2007-11-08,1057.6872314042355
2007-11-09,1043.393959375369
2007-11-12,1025.4436790476109
2007-11-13,1030.3114878329727
2007-11-14,1033.352554869134
2007-11-15,1023.0969268969112
2007-11-16,1016.7984724665788
2007-11-19,1011.8071085509041
2007-11-20,1016.329336161024
2007-11-21,1004.3783697906833
2007-11-22,995.4998731068135
2007-11-23,997.9350076132986
2007-11-26,997.6089692630947
2007-11-27,970.800535233681
2007-11-28,1002.9772682731201
2007-11-29,1010.8838585580701
2007-11-30,1027.9439044313685
2007-12-03,1013.0846032193459
2007-12-04,1013.7435508615164
2007-12-05,1054.2890895924347
2007-12-06,1070.8620911952885
2007-12-07,1082.042604483702
2007-12-10,1096.8341769819003
2007-12-11,1085.7219242272117
2007-12-12,1092.7035833972197
2007-12-13,1070.9451779078727
2007-12-14,1059.3385966566466
2007-12-17,1032.826859220422
2007-12-18,1032.902859550259
2007-12-19,1025.630466351802
2007-12-20,1026.4998544369978
2007-12-21,1023.5872241490339
2007-12-24,1026.5379302830124
2007-12-25,1027.2234618644786
2007-12-26,1023.5693876460833
2007-12-27,1038.9414771609465
2007-12-28,1030.0711639719577
2007-12-31,1034.1192478474354
2008-01-01,1034.1192478474354
2008-01-02,1032.6485139208485
2008-01-03,1037.4638785957497
2008-01-04,1020.0243517504263
2008-01-07,1008.4502492386632
2008-01-08,1031.1847855863653
2008-01-09,1010.5183215070194
2008-01-10,993.0773230015145
2008-01-11,987.4814502365596
2008-01-14,985.6010003281584
2008-01-15,958.8534684431286
2008-01-16,916.6479169277018
2008-01-17,912.7198245044822
2008-01-18,921.3013047558528
2008-01-21,858.4437380212642
2008-01-22,860.50291453014
2008-01-23,839.1815089687884
2008-01-24,895.3676558197869
2008-01-25,899.2915211194821
2008-01-28,868.0874034000112
2008-01-29,880.2520561332287
2008-01-30,883.2671299039408
2008-01-31,856.1599399604786
2008-02-01,881.8571258948845
2008-02-04,900.8422410649566
2008-02-05,876.6766801368144
2008-02-06,872.4563554897076
2008-02-07,845.9802381664471
2008-02-08,848.0478095050125
2008-02-11,859.6383044217044
2008-02-12,898.5343456321294
2008-02-13,916.9471872419173
2008-02-14,921.281951786187
2008-02-15,899.0232831970924
2008-02-18,920.5764369975512
2008-02-19,918.8259729662275
2008-02-20,915.0523943045362
2008-02-21,919.753506066556
2008-02-22,909.0765376182978
2008-02-25,923.8419386036671
2008-02-26,925.5881009279838
2008-02-27,925.7071095823742
2008-02-28,918.7928606635686
2008-02-29,895.6806659491042
2008-03-03,880.1119968639803
2008-03-04,862.1927074182278
2008-03-05,882.6457648211986
2008-03-06,860.4658978427703
2008-03-07,840.9024756645932
2008-03-10,841.8821186399387
2008-03-11,880.0933097532148
2008-03-12,891.1196944529311
2008-03-13,863.845847596702
2008-03-14,863.2919736780913
2008-03-17,823.6880843877298
2008-03-18,853.1667002771283
2008-03-19,863.380640964351
2008-03-20,841.7321035544097
2008-03-21,844.0970674896611
2008-03-24,851.3413565343624
2008-03-25,870.058392346137
2008-03-26,869.1437838410491
2008-03-27,884.0996992032187
2008-03-28,879.5896280102517
2008-03-31,864.4054942914618
2008-04-01,890.2072072727701
2008-04-02,892.6833634907847
2008-04-03,889.0515946671603
2008-04-04,889.2947154487699
2008-04-07,908.8358232275011
2008-04-08,900.9067333698692
2008-04-09,905.3800211611123
2008-04-10,893.3284359750755
2008-04-11,872.2543180944484
2008-04-14,868.4209434814624
2008-04-15,872.9439693328779
2008-04-16,872.5587931804583
2008-04-17,875.6390927493594
2008-04-18,894.5728811671144
2008-04-21,886.7989457193959
2008-04-22,881.9844925246475
2008-04-23,875.4616192281073
2008-04-24,878.2896341855395
2008-04-25,879.682270224368
2008-04-28,889.7135953285514
2008-04-29,870.2638286952459
2008-04-30,875.7417614190837
2008-05-01,874.3406899383299
2008-05-02,887.1815184159352
2008-05-05,899.6330688627534
2008-05-06,901.8803702741096
2008-05-07,928.9121267621881
2008-05-08,918.853791641995
2008-05-09,914.0420803638253
2008-05-12,914.5762169131319
2008-05-13,927.977347375502
2008-05-14,939.2664476181529
2008-05-15,939.3535603961909
2008-05-16,959.1510152462537
2008-05-19,963.2475413650407
2008-05-20,948.0866844245508
2008-05-21,937.8548566510756
2008-05-22,934.60100848212
2008-05-23,925.4666282932366
2008-05-26,926.5292981443148
2008-05-27,923.5057323605673
2008-05-28,931.2432120433157
2008-05-29,938.4166806468814
2008-05-30,944.379942927396
2008-06-02,941.8450568576899
2008-06-03,942.3146379278356
2008-06-04,928.9272549811465
2008-06-05,934.3715364940576
2008-06-06,921.9413311962646
2008-06-09,915.6345739185638
2008-06-10,900.9778152322036
2008-06-11,901.2866147818311
2008-06-12,910.1780265414262
2008-06-13,917.6927409775843
2008-06-16,914.8061582616641
2008-06-17,932.2438815661415
2008-06-18,927.2020667727728
2008-06-19,935.5577164282666
2008-06-20,918.7231558916653
2008-06-23,909.2535851695122
2008-06-24,895.8755281230033
2008-06-25,906.533699048868
2008-06-26,894.4961228047082
2008-06-27,890.2651405252927
2008-06-30,894.3833795779578
2008-07-01,891.8465925701584
2008-07-02,892.914671960217
2008-07-03,879.971802764568
2008-07-04,866.8714475799615
2008-07-07,881.8737203098239
2008-07-08,883.5007639437708
2008-07-09,907.0619638983258
2008-07-10,905.1571713777485
2008-07-11,897.9291799956173
2008-07-14,910.1214453701832
2008-07-15,889.7536592069379
2008-07-16,895.3747949258232
2008-07-17,920.0186891020019
2008-07-18,914.5125347154329
2008-07-21,924.2604649373673
2008-07-22,920.8868449862762
2008-07-23,917.9452923872893
2008-07-24,898.8987132067546
2008-07-25,883.6566150515026
2008-07-28,890.6822453852839
2008-07-29,894.1044514635979
2008-07-30,924.6330533313533
2008-07-31,940.5114245329165
2008-08-01,927.9391145544387
2008-08-04,913.2667776342346
2008-08-05,903.7808509493299
2008-08-06,897.0554084815149
2008-08-07,891.4563062088882
2008-08-08,866.3450004697143
2008-08-11,879.6133855566866
2008-08-12,895.5483304273483
2008-08-13,884.3017980798043
2008-08-14,888.8253007515892
2008-08-15,888.149020507889
2008-08-18,892.3050829346922
2008-08-19,862.5713530407655
2008-08-20,874.4798819995278
2008-08-21,866.8511984597619
2008-08-22,881.0552183253576
2008-08-25,874.3706898517879
2008-08-26,851.3343926312717
